Interdisciplinary Data Analytics,DOTE1030,ECO2011
Interdisciplinary Data Analytics,ENGG1110,CSC1001/CSC1003
Interdisciplinary Data Analytics,MATH1010,MAT1001
Interdisciplinary Data Analytics,DOTE1040,ECO2021
Interdisciplinary Data Analytics,ENGG2440,CSC3001
Interdisciplinary Data Analytics,MATH1030,MAT2040
Interdisciplinary Data Analytics,MGNT1020,MGT2020
Interdisciplinary Data Analytics,STAT2001,STA2001/STA2001H
Interdisciplinary Data Analytics,SEEM2460,DDA2001
Interdisciplinary Data Analytics,CSCI1120,CSC3002
Interdisciplinary Data Analytics,CSCI2100,CSC3100
Interdisciplinary Data Analytics,CSCI3160,CSC4120
Interdisciplinary Data Analytics,CSCI3230,ECE4010
Interdisciplinary Data Analytics,CSCI4250,DDA4230
Interdisciplinary Data Analytics,DOTE4280,ECE4007
Interdisciplinary Data Analytics,ELEG2201,ECE2050
Interdisciplinary Data Analytics,FINA3080,FIN3080
Interdisciplinary Data Analytics,FINA4110,FIN4110
Interdisciplinary Data Analytics,FINA4120,FIN4120
Interdisciplinary Data Analytics,IERG2051,ECE3001
Interdisciplinary Data Analytics,IERG2310,ECE3050
Interdisciplinary Data Analytics,IERG3080/SEEM3430,CSC4001
Interdisciplinary Data Analytics,IERG3280,ECE3280
Interdisciplinary Data Analytics,IERG3310,ECE4016
Interdisciplinary Data Analytics,IERG3320,ECE4300
Interdisciplinary Data Analytics,IERG4230,CSC4150
Interdisciplinary Data Analytics,IERG4300,ERG3020
Interdisciplinary Data Analytics,MATH2010,MAT1002
Interdisciplinary Data Analytics,MATH3215,MAT3007
Interdisciplinary Data Analytics,MATH3230,MAT4001
Interdisciplinary Data Analytics,MATH3240,MAT4240
Interdisciplinary Data Analytics,MATH3270,MAT2001
Interdisciplinary Data Analytics,MATH3280,MAT3280
Interdisciplinary Data Analytics,MATH3290,MAT3300
Interdisciplinary Data Analytics,MATH3320/STAT4001/CSCI3320,DDA3020
Interdisciplinary Data Analytics,MATH4240,STA4001
Interdisciplinary Data Analytics,MGNT3010,MGT3010
Interdisciplinary Data Analytics,MKTG3010,MKT4120
Interdisciplinary Data Analytics,MKTG3020,MKT3020
Interdisciplinary Data Analytics,MKTG3030,MKT3030
Interdisciplinary Data Analytics,MKTG3060,MKT4220
Interdisciplinary Data Analytics,MKTG4030,MKT4030
Interdisciplinary Data Analytics,MKTG4040,MKT4040
Interdisciplinary Data Analytics,RMSC4003/SEEM4730,STA4020
Interdisciplinary Data Analytics,SEEM3580,RMS4060
Interdisciplinary Data Analytics,SEEM4630,CSC4008
Interdisciplinary Data Analytics,SEEM4730,FMA4200
Interdisciplinary Data Analytics,SEEM4750,MGT4270
Interdisciplinary Data Analytics,STAT2005,STA3005
Interdisciplinary Data Analytics,STAT2006,STA2002/STA2002H
Interdisciplinary Data Analytics,STAT3005,STA3007
Interdisciplinary Data Analytics,STAT3008,STA3001
Interdisciplinary Data Analytics,STAT4003,STA3020
Interdisciplinary Data Analytics,STAT4005,STA4003
Integrated BBA,ACCT2111,ACT2111
Integrated BBA,ACCT2121,ACT2121
Integrated BBA,DOTE2030,DMS2030
Integrated BBA,DOTE4280,ECE4007
Integrated BBA,FINA2010,FIN2010
Integrated BBA,FINA3080,FIN3080
Integrated BBA,FINA4110,FIN4110
Integrated BBA,FINA4120,FIN4120
Integrated BBA,MGNT3010,MGT3010
Integrated BBA,MKTG2010,MKT2010
Integrated BBA,MKTG3010,MKT4120
Integrated BBA,MKTG3030,MKT3030
Integrated BBA,MKTG4040,MKT4040
Information Engineering,CSCI2100,CSC3100
Information Engineering,CSCI3160,CSC4120
Information Engineering,IERG2051,ECE3001
Information Engineering,IERG2310,ECE3050
Information Engineering,IERG3010,ECE4002
Information Engineering,IERG3060,ECE3080
Information Engineering,IERG3080,CSC4001
Information Engineering,IERG3280,ECE3280
Information Engineering,,
Information Engineering,IERG3310,ECE4016
Information Engineering,IERG3320,ECE4300
Information Engineering,IERG3810,ECE3810
Information Engineering,IERG4030,ECE4004
Information Engineering,IERG4100,ECE4003
Information Engineering,IERG4150,MAT4007
Information Engineering,IERG4160,ECE4512
Information Engineering,IERG4180,ECE4180
Information Engineering,IERG4190,ECE4190
Information Engineering,IERG4230,CSC4150
Information Engineering,IERG4300,ERG3020
Systems Engineering and Engineering Management,CSCI1130,CSC1003
Systems Engineering and Engineering Management,CSCI2100,CSC3100
Systems Engineering and Engineering Management,ENGG1130,MAT1002
Systems Engineering and Engineering Management,SEEM2420,MAT3007
Systems Engineering and Engineering Management,SEEM3410,DDA4002
Systems Engineering and Engineering Management,SEEM3440,MAT3220
Systems Engineering and Engineering Management,SEEM3550,CSC3170
Mathematics,MATH2010,MAT1002
Mathematics,MATH2040,MAT3040
Mathematics,MATH2050,MAT2050
Mathematics,MATH2230,MAT3253
Mathematics,MATH3070,MAT4002
Mathematics,MATH3080,MAT4003
Mathematics,MATH3093,MAT3093
Mathematics,MATH3230,MAT4001
Mathematics,MATH3260,MAT4004
Mathematics,MATH3280,MAT3280
Mathematics,MATH3290,MAT3300
Mathematics,MATH4010,MAT4010
Mathematics,MATH4030,MAT4033
Mathematics,MATH4050,MAT3006
Mathematics,MATH4220,MAT4220
Statistics (CUHK),CSCI2520,CSC3100
Statistics (CUHK),RMSC4007,RMS4060
Statistics (CUHK),STAT2006,STA2002/STA2002H
Statistics (CUHK),STAT3003,STA3030
Statistics (CUHK),STAT3007,STA4001
Statistics (CUHK),STAT3008,STA3001
Statistics (CUHK),STAT4003,STA3020
Statistics (CUHK),STAT4010,DDA4010
Statistics (CUHK),STAT4011,STA4050
Statistics (CUHK),STAT4012,DDA4220
Financial Engineering,CSCI2100,CSC3100
Financial Engineering,CSCI3150,CSC3150
Financial Engineering,CSCI3230,CSC3180
Financial Engineering,STAT4001,DDA3020
Financial Engineering,IERG4130,ECE4007
Financial Engineering,IERG4300,ERG3020
Financial Engineering,FINA2010,FIN2010
Financial Engineering,FINA3080,FIN3080
Financial Engineering,FINA3010,FIN4060
Financial Engineering,FINA4400,FIN4080
Financial Engineering,FINA4110,FIN4110
Financial Engineering,FINA4120,FIN4120
Financial Engineering,SEEM4720,FMA4800
Financial Engineering,FTEC2001,FTE2001
Financial Engineering,FTEC4003,FTE4003
Financial Engineering,MATH3215,MAT3007
Financial Engineering,MATH3280,MAT3280
Financial Engineering,MKTG3060,MKT4220
Financial Engineering,SEEM3580/RMSC4007,RMS4060
Financial Engineering,STAT2006,STA2002/STA2002H
Financial Engineering,MATH4240,STA4001
Financial Engineering,STAT4005,STA4003
Marketing and Communication,ACCT2111,ACT2111
Marketing and Communication,FINA2010,FIN2010
Marketing and Communication,MGNT3010,MGT3010
Marketing and Communication,MGNT3080,MGT4187
Marketing and Communication,MKTG2010,MKT2010
Marketing and Communication,MKTG3020,MKT3020
Marketing and Communication,MKTG3030,MKT3030
Marketing and Communication,MKTG4090,MKT3310
Marketing and Communication,MKTG4020,MKT4020
Marketing and Communication,MKTG4030,MKT4030
Marketing and Communication,MKTG4040,MKT4040
Marketing and Communication,MKTG4180,MKT4080
Marketing and Communication,MKTG4110,MKT4110
Marketing and Communication,MKTG3010,MKT4120
Marketing and Communication,MKTG4160,MKT4150
Marketing and Communication,MKTG3060,MKT4220
Computer Science and Engineering,CSCI1530,CSC2003
Computer Science and Engineering,CSCI1120,CSC3002
Computer Science and Engineering,AIST3020,CSC3050
Computer Science and Engineering,CSCI3150,CSC3150
Computer Science and Engineering,CSCI3230,CSC3180
Computer Science and Engineering,SEEM4570,CSC3185
Computer Science and Engineering,CSCI4160,CSC4005
Computer Science and Engineering,SEEM3510,CSC4130
Computer Science and Engineering,CSCI3260,CSC4140
Computer Science and Engineering,IERG4230,CSC4150
Computer Science and Engineering,SEEM4998,CSC4051
Computer Science and Engineering,AIST4010,DDA4220
Computer Science and Engineering,ELEG2201,ECE2050
Computer Science and Engineering,IERG3060,ECE3080
Computer Science and Engineering,IERG3310,ECE4016
Computer Science and Engineering,MATH2010,MAT1002
Electrical and Computer Engineering,CSCI1120,CSC3002
Electrical and Computer Engineering,CSCI2100,CSC3100
Electrical and Computer Engineering,CSCI3150,CSC3150
Electrical and Computer Engineering,CSCI3230,CSC3180
Electrical and Computer Engineering,IERG3080,CSC4001
Electrical and Computer Engineering,CSCI4160,CSC4005
Electrical and Computer Engineering,CSCI3320,DDA3020
Electrical and Computer Engineering,IERG1810,ECE1810
Electrical and Computer Engineering,IERG2060,ECE2001
Electrical and Computer Engineering,ELEG2201,ECE2050
Electrical and Computer Engineering,IERG2051,ECE3001
Electrical and Computer Engineering,IERG2310,ECE3050
Electrical and Computer Engineering,IERG3060,ECE3080
Electrical and Computer Engineering,IERG3280,ECE3280
Electrical and Computer Engineering,ELEG3503,ECE3510
Electrical and Computer Engineering,IERG3810,ECE3810
Electrical and Computer Engineering,IERG3010,ECE4002
Electrical and Computer Engineering,IERG4100,ECE4003
Electrical and Computer Engineering,CSCI3230,ECE4010
Electrical and Computer Engineering,IERG3310,ECE4016
Electrical and Computer Engineering,IERG4180,ECE4180
Electrical and Computer Engineering,IERG4190,ECE4190
Electrical and Computer Engineering,IERG3320,ECE4300
Electrical and Computer Engineering,IERG4160,ECE4512
Electrical and Computer Engineering,MATH2010,MAT1002
Electrical and Computer Engineering,MATH3215,MAT3007
Electrical and Computer Engineering,IERG4150,MAT4007
Electrical and Computer Engineering,MATH4220,MAT4220
Mathematics and Applied Mathematics,SEEM4720,FMA4800
Mathematics and Applied Mathematics,MATH2010,MAT1002
Mathematics and Applied Mathematics,MATH3270,MAT2001
Mathematics and Applied Mathematics,MATH2050,MAT2050
Mathematics and Applied Mathematics,MATH4050,MAT3006
Mathematics and Applied Mathematics,MATH3215,MAT3007
Mathematics and Applied Mathematics,MATH2040,MAT3040
Mathematics and Applied Mathematics,MATH2230,MAT3253
Mathematics and Applied Mathematics,MATH3280,MAT3280
Mathematics and Applied Mathematics,MATH3290,MAT3300
Mathematics and Applied Mathematics,MATH3230,MAT4001
Mathematics and Applied Mathematics,MATH4010,MAT4010
Mathematics and Applied Mathematics,MATH4030,MAT4033
Mathematics and Applied Mathematics,MATH4220,MAT4220
Mathematics and Applied Mathematics,MATH3240,MAT4240
Mathematics and Applied Mathematics,MATH4400,MAT4400
Mathematics and Applied Mathematics,MATH4240,STA4001
Statistics (CUHK(SZ)),CSCI1120,CSC3002
Statistics (CUHK(SZ)),CSCI2100,CSC3100
Statistics (CUHK(SZ)),CSCI3160,CSC4120
Statistics (CUHK(SZ)),STAT3006,DDA4002
Statistics (CUHK(SZ)),STAT4010,DDA4010
Statistics (CUHK(SZ)),RMSC4002,DDA4210
Statistics (CUHK(SZ)),AIST4010,DDA4220
Statistics (CUHK(SZ)),CSC14250,DDA4230
Statistics (CUHK(SZ)),STAT4012,DDA4250
Statistics (CUHK(SZ)),ELEG2201,ECE2050
Statistics (CUHK(SZ)),MATH2010,MAT1002
Statistics (CUHK(SZ)),MATH2050,MAT2050
Statistics (CUHK(SZ)),MATH4050,MAT3006
Statistics (CUHK(SZ)),MATH2040,MAT3040
Statistics (CUHK(SZ)),MATH3280,MAT3280
Statistics (CUHK(SZ)),RMSC4001,RMS4001
Statistics (CUHK(SZ)),RMSC4005,RMS4050
Statistics (CUHK(SZ)),SEEM3580/RMSC4007,RMS4060
Statistics (CUHK(SZ)),STAT3005,STA3007
Statistics (CUHK(SZ)),MATH4240,STA4001
Statistics (CUHK(SZ)),STAT4002,STA4002
Statistics (CUHK(SZ)),STAT4005,STA4003
Statistics (CUHK(SZ)),STAT4008,STA4005
Statistics (CUHK(SZ)),STAT4003,STA4100
Statistics (CUHK(SZ)),STAT4006,STA4030
Statistics (CUHK(SZ)),STAT4011,STA4050